path|romaji
botchan-by-soseki-natsume-2-00946|miru to minna nemu sou ni mabuta wo harashi te iru . kechi na yatsu nado da .
botchan-by-soseki-natsume-2-00947|ichi ban gurai ne nai de , sonna men wo shi te otoko to unwa reru ka .
botchan-by-soseki-natsume-2-00948|men de mo aratsu te giron ni koi to itsu te yatsu ta ga , dare mo men wo arai ni ika nai .
botchan-by-soseki-natsume-2-00949|ore ha gojuu nin amari wo aite ni yaku ichi jikan bakari oshi mondou wo shi te iru to ,
botchan-by-soseki-natsume-2-00950|hyokkuri tanuki ga yatsu te rai ta . ato kara kii tara ,
botchan-by-soseki-natsume-2-00951|kozukai ga gakkou ni soudou ga ari masu tte , wazawaza shira se ni itsu ta no da sou da .
botchan-by-soseki-natsume-2-00952|koreshiki no koto ni , kouchou wo yobu nante iki chi ga nasa sugiru .
botchan-by-soseki-natsume-2-00953|sore da kara naka gakkou no kozukai nanzo wo shi teru n da .
botchan-by-soseki-natsume-2-00954|kouchou ha hitotouri ore no setsumei wo kii ta . seito no iigusa mo chotto kii ta .
botchan-by-soseki-natsume-2-00955|otsu te shobun suru made ha , ima made touri gakkou he dero .
botchan-by-soseki-natsume-2-00956|hayaku kao wo aratsu te , asameshi wo kuwa nai to
botchan-by-soseki-natsume-2-00957|jikan ni maniawa nai kara , hayaku shiro to itsu te
botchan-by-soseki-natsume-2-00958|kishuku nama wo minna hou menshi ta . tenurui koto da .
botchan-by-soseki-natsume-2-00959|ore nara sokuse kini kishuku nama wo kotogotoku taikou shi te shimau .
botchan-by-soseki-natsume-2-00960|konna yuuchou na koto wo suru kara seito ga shukuchoku in wo baka ni suru n da . sono ue ore ni mutsu te ,
botchan-by-soseki-natsume-2-00961|anata mo sazo go shinpai de o tsukare deshou , kyou ha go jugyou ni oyoba n to iu kara ,
botchan-by-soseki-natsume-2-00962|ore ha kou kotae ta . ( ie , chittomo shinpai ja ari mase n .
botchan-by-soseki-natsume-2-00963|konna koto ga maiban atsu te mo , inochi no aru kan ha shinpai nya nari mase n .
botchan-by-soseki-natsume-2-00964|jugyou ha yari masu , ichi ban gurai ne nakutsu te ,
botchan-by-soseki-natsume-2-00965|jugyou ga deki nai kurai nara , choudai shi ta gekkyuu wo gakkou no hou he warimodoshi masu
botchan-by-soseki-natsume-2-00966|) kouchou ha nani to omotsu ta mono ka , shibaraku ore no kao wo mitsume te i ta ga ,
botchan-by-soseki-natsume-2-00967|shikashi kao ga ooita hare te i masu yo to chuui shi ta .
botchan-by-soseki-natsume-2-00968|naruhodo nani da ka shoushou omotai ki ga suru .
botchan-by-soseki-natsume-2-00969|sono ue beta ichimen kayui . ka ga yotsu poto sashi ta ni soui nai .
botchan-by-soseki-natsume-2-00970|ore ha kao naka boribori kaki nagara , kao ha ikura hare ta tte , kuchi ha tashika ni kike masu kara ,
botchan-by-soseki-natsume-2-00971|jugyou ni ha sashitsukae mase n to kotae ta . kouchou ha warai nagara , ooita genki desu ne to home ta .
botchan-by-soseki-natsume-2-00972|mi wo iu to home ta n ja aru mai , hiyakashi ta n darou . shou owari
botchan-by-soseki-natsume-2-00973|aka shatsu ha kimi no warui you ni yasashii koe wo dasu otoko de aru . marude
botchan-by-soseki-natsume-2-00974|otoko da ka onna da ka wakarya shi nai .
botchan-by-soseki-natsume-2-00975|otoko nara otoko rashii koe wo dasu mon da .
botchan-by-soseki-natsume-2-00976|koto ni daigaku sotsugyou nama ja nai ka .
botchan-by-soseki-natsume-2-00977|butsuri gakkou de sae ore kurai na koe ga deru no ni , bungaku samurai ga kore ja mittomonai .
botchan-by-soseki-natsume-2-00978|ore ha sou desu naa to sukoshi susuma nai henji wo shi tara ,
botchan-by-soseki-natsume-2-00979|kun tsuri wo shi ta koto ga ari masu ka to shikkei na koto wo kiku .
botchan-by-soseki-natsume-2-00980|anmari nai ga , kodomo no toki , kou me no tsuri bori de funa wo san biki tsutsu ta koto ga aru .
botchan-by-soseki-natsume-2-00981|sore kara ka gura za ka no bisha mon no ennichi de
botchan-by-soseki-natsume-2-00982|hachi sun bakari no koi wo hari de hitsukake te , shimeta to omotsu tara , pochari to otoshi te shimatsu ta ga
botchan-by-soseki-natsume-2-00983|kore ha ima kangae te mo oshii to itsu tara , aka shatsu ha
botchan-by-soseki-natsume-2-00984|ago wo mae no hou he tsukidashi te hoho hoho to waratsu ta .
botchan-by-soseki-natsume-2-00985|nani mo sou kidotsu te warawa nakutsu te mo , yosa sou na mono da .
botchan-by-soseki-natsume-2-00986|( sore ja , mada tsuri no aji ha wakara n desu na .
botchan-by-soseki-natsume-2-00987|o nozomi nara chito denju shi mashou ) to sukoburu tokui de aru . dare ga go denju wo ukeru mono ka .
botchan-by-soseki-natsume-2-00988|ittai tsuri ya ryou wo suru renchuu ha minna fu ninjou na ningen bakari da .
botchan-by-soseki-natsume-2-00989|fu ninjou de nakutsu te , setsu shou wo shi te yorokobu wake ga nai .
botchan-by-soseki-natsume-2-00990|sakana da tte , tori da tte korosa reru yori iki teru hou ga raku ni kimatsu teru .
botchan-by-soseki-natsume-2-00991|tsuri ya ryou wo shi nakutsu cha kakke i gatata nai nara kakubetsu da ga , nani fusoku naku kurashi te iru ue ni ,
botchan-by-soseki-natsume-2-00992|ikimono wo korosa nakutsu cha ne rare nai nante zeitaku na hanashi da .
botchan-by-soseki-natsume-2-00993|kou omotsu ta ga mukou ha bungaku samurai dake ni kuchi ga tassha da kara ,
botchan-by-soseki-natsume-2-00994|giron ja kanawa nai to omotsu te , damatsu te ta .
botchan-by-soseki-natsume-2-00995|suru to sensei kono ore wo kousan sa se ta to kanchigai shi te ,
botchan-by-soseki-natsume-2-00996|sassoku denju shi mashou . o hima nara , kyou dou desu , issho ni itsu cha .
botchan-by-soseki-natsume-2-00997|yoshi ka wa kun to futari giri ja , samushi i kara , rai ta mae to shikiri ni susumeru .
botchan-by-soseki-natsume-2-00998|yoshikawa kun to iu no ha gagaku no kyoushi de rei no no daiko no koto da .
botchan-by-soseki-natsume-2-00999|kono no da ha , dou iu ryou ken da ka , aka shatsu no uchi he asayuu de iri shi te ,
botchan-by-soseki-natsume-2-01000|doko he de mo zu i kou shi te yuku . marude dou hai ja nai .
botchan-by-soseki-natsume-2-01001|shuu juu mi ta you da . aka shatsu no iku tokoro nara , no da ha kanarazu iku ni kimatsu te iru n da kara ,
botchan-by-soseki-natsume-2-01002|imasara odoroki mo shi nai ga , futari de ike ba sumu tokoro wo ,
botchan-by-soseki-natsume-2-01003|nan de bua i sono ore he kuchi wo kake ta n darou . ookata kou ma n chi ki na tsuri douraku de ,
botchan-by-soseki-natsume-2-01004|jibun no tsuru tokoro wo ore ni misebirakasu tsumori ka nan ka de sasotsu ta ni chigai nai .
botchan-by-soseki-natsume-2-01005|sonna koto de misebirakasa reru ore ja nai .
botchan-by-soseki-natsume-2-01006|maguro no ni hiki ya san hiki tsutsu tatte , bikuto mo suru mon ka . ore da tte ningen da ,
botchan-by-soseki-natsume-2-01007|ikura heta da tte ito sae orosha , nani ka kakaru darou ,
botchan-by-soseki-natsume-2-01008|koko de ore ga ika nai to , aka shatsu no koto da kara , heta da kara ika nai n da ,
botchan-by-soseki-natsume-2-01009|kirai da kara ika nai n ja nai to ja suisuru ni sou i nai .
botchan-by-soseki-natsume-2-01010|ore ha kou kangae ta kara , iki mashou to kotae ta .
botchan-by-soseki-natsume-2-01011|sore kara , gakkou wo shimatsu te , ichiou uchi he kaetsu te , shitaku wo totonoe te ,
botchan-by-soseki-natsume-2-01012|teisha ba de aka shatsu to no da wo machiawase te ha mahe itsu ta .
botchan-by-soseki-natsume-2-01013|sendou ha hitori de , fune ha hosonagai
botchan-by-soseki-natsume-2-01014|toukyou hen de ha ken ta koto mo nai kakkou de aru . sakki kara
botchan-by-soseki-natsume-2-01015|tsurizao nashi de tsuri ga dekiru mono ka , dou suru ryouken darou to , no dani kiku to ,
botchan-by-soseki-natsume-2-01016|oki zuri ni ha sao ha mochii mase n , ito dake de gesu to
botchan-by-soseki-natsume-2-01017|sai wo nade teku routo jimi ta koto wo itsu ta .
botchan-by-soseki-natsume-2-01018|kou yarikome rareru kurai nara damatsu te ire ba yokatsu ta .
botchan-by-soseki-natsume-2-01019|sendou ha yukkuri yukkuri koi de iru ga jukuren ha osoroshii mono de ,
botchan-by-soseki-natsume-2-01020|mikaeru to , hama ga chiisaku mieru kurai mou shutsu te iru .
botchan-by-soseki-natsume-2-01021|kou ha kuji no go juu no tou ga mori no ue he nukedashi te hari no you ni tongatsu teru .
botchan-by-soseki-natsume-2-01022|mukougawa wo miru to a o shima ga ui te iru .
botchan-by-soseki-natsume-2-01023|kore ha nin no suma nai shima da sou da . yoku miru to ishi to matsu bakari da .
botchan-by-soseki-natsume-2-01024|naruhodo ishi to matsu bakari ja sume kko nai .
botchan-by-soseki-natsume-2-01025|aka shatsu ha , shikiri ni chou boushi te ii keshiki da to itsu teru .
botchan-by-soseki-natsume-2-01026|no da ha zekkei de gesu to itsu teru . zekkei da ka nani da ka shira nai ga , ii
botchan-by-soseki-natsume-2-01027|kokoromochi ni ha soui nai . hirobiro to shi ta umi no ue de ,
botchan-by-soseki-natsume-2-01028|shiokaze ni fuka reru no ha kusuri da to omotsu ta . iya ni hara ga heru .
botchan-by-soseki-natsume-2-01029|( ano matsu wo ken ta mae , kan ga massugu de , ue
botchan-by-soseki-natsume-2-01030|ga kasa no you ni hirai te taanaa no ga ni ari sou da ne
botchan-by-soseki-natsume-2-01031|) to aka shatsu ga no dani iu to , no da ha ( mattaku taanaa desu ne .
botchan-by-soseki-natsume-2-01032|dou mo ano magari guai ttara ari mase n ne .
botchan-by-soseki-natsume-2-01033|taana   sokkuri desu yo ) to kokoroe kao de aru .
botchan-by-soseki-natsume-2-01034|taanaa to ha nani no koto da ka shira nai ga ,
botchan-by-soseki-natsume-2-01035|kika nai de mo komara nai koto da kara damatsu te i ta .
botchan-by-soseki-natsume-2-01036|fune ha shima wo migi ni ken te gururi to mawatsu ta .
botchan-by-soseki-natsume-2-01037|nami ha mattaku nai . kore de umi da to ha uketori nikui hodo taira da .
botchan-by-soseki-natsume-2-01038|aka shatsu no okage de hanahada yukai da .
botchan-by-soseki-natsume-2-01039|dekiru koto nara , ano shima no ue he agatsu te mi tai to omotsu ta kara ,
botchan-by-soseki-natsume-2-01040|ano iwa no aru tokoro he ha fune ha tsuke rare nai n desu ka to kii te mi ta .
botchan-by-soseki-natsume-2-01041|tsuke rare n koto mo nai desu ga , tsuri wo suru ni ha , amari kishi ja ike nai desu to
botchan-by-soseki-natsume-2-01042|aka shatsu ga igi wo moushitate ta . ore ha damatsu te ta . suru to no da ga dou desu kyoutou ,
botchan-by-soseki-natsume-2-01043|kore kara ano shima wo taanaa shima to nazuke you ja ari mase n ka to
botchan-by-soseki-natsume-2-01044|yokei na ho tsugi wo shi ta . aka shatsu ha soitsu ha omoshiroi ,
botchan-by-soseki-natsume-2-01045|wareware ha kore kara sou unou to sansei shi ta .
botchan-by-soseki-natsume-2-01046|kono ware(kurikaesi) no uchi ni ore mo haitsu teru nara meiwaku da . ore ni ha ao shima de takusan da .
botchan-by-soseki-natsume-2-01047|ano iwa no ue ni , dou desu , rafuhaeru no madonna wo oi cha . ii
botchan-by-soseki-natsume-2-01048|ga ga deki masu ze to no da ga iu to ,
botchan-by-soseki-natsume-2-01049|madonna no hanashi ha yosou ja nai ka hoho hoho
botchan-by-soseki-natsume-2-01050|to aka shatsu ga kimi no warui warai hou wo shi ta .
botchan-by-soseki-natsume-2-01051|nani dare mo kyo nai kara daijoubu desu to , chotto ore no hou wo ken ta ga , wazato kao wo somuke te
botchan-by-soseki-natsume-2-01052|niyaniya to waratsu ta . ore ha nani da ka ya na kokoromochi ga shi ta .
botchan-by-soseki-natsume-2-01053|madonna darou ga , ko danna darou ga , ore no kankei shi ta koto de nai kara ,
botchan-by-soseki-natsume-2-01054|katte ni tata seru ga yokarou ga , nin ni wakara nai koto wo itsutsu te
botchan-by-soseki-natsume-2-01055|wakara nai kara kii tatte kou ya shi mase n te e you na kaze wo suru .
botchan-by-soseki-natsume-2-01056|gehin na shigusa da . kore de tounin ha watashi mo edo tsuko de gesu nado to itsu teru .
botchan-by-soseki-natsume-2-01057|madonna to iu no ha nani de mo aka shatsu no najimi no geisha no adana ka nani ka ni chigai nai to omotsu ta .
botchan-by-soseki-natsume-2-01058|najimi no geisha wo mujin shima no matsu no ki no shita ni tatashi te
botchan-by-soseki-natsume-2-01059|nagame te ire ba sewa ha nai . sore wo no da ga
botchan-by-soseki-natsume-2-01060|aburae ni de mo kai te tenran kai he dashi tara yokarou .
botchan-by-soseki-natsume-2-01061|koko ira ga ii darou to sendou ha fune wo tome te , ikari wo oroshi ta . iku hiro aru ka ne to aka shatsu ga kiku to ,
botchan-by-soseki-natsume-2-01062|mu hiro gurai da to iu . roku jin gurai ja tai ha muzukashii na to ,
botchan-by-soseki-natsume-2-01063|aka shatsu ha ito wo umi he nagekon da . taishou tai wo tsuru ki to mieru , goutan na mono da .
botchan-by-soseki-natsume-2-01064|no da ha , nani kyoutou no o tegiwa ja kakari masu yo . sore ni nagi desu kara to
botchan-by-soseki-natsume-2-01065|o seji wo ii nagara , kore mo ito wo kuridashi te nageireru .
botchan-by-soseki-natsume-2-01066|nani da ka saki ni omori no you na namari ga burasagatsu teru dake da . u
botchan-by-soseki-natsume-2-01067|ki ga nai . fu ga nakutsu te tsuri wo suru no ha kandan kei nashi de netsudo wo hakaru you na mono da .
botchan-by-soseki-natsume-2-01068|ore ni ha toutei deki nai to ken te iru to , saa kun mo yari tamae ito ha ari masu ka to kiku .
botchan-by-soseki-natsume-2-01069|ito ha amaru hodo aru ga , fu ga ari mase n to itsu tara ,
botchan-by-soseki-natsume-2-01070|fu ga nakutsu cha tsuri ga deki nai no ha shirouto desu yo .
botchan-by-soseki-natsume-2-01071|kou shi te ne , ito ga mi zu soko he tsui ta jibun ni ,
botchan-by-soseki-natsume-2-01072|funaberi no tokoro de ninsashi yubi de kokyuu wo hakaru n desu ,
botchan-by-soseki-natsume-2-01073|kuu to sugu te ni kotaeru .     sora ki ta , to sensei kyuu ni ito wo taguri hajimeru kara ,
botchan-by-soseki-natsume-2-01074|nani ka kakatsu ta to omotsu tara nanini mo kakara nai ,
botchan-by-soseki-natsume-2-01075|e ga nakunatsu te ta bakari da . ii kibi da . kyoutou , zannen na koto wo shi mashi ta ne ,
botchan-by-soseki-natsume-2-01076|ima no ha tashika ni dai mono ni chigai nakatsu ta n desu ga ,
botchan-by-soseki-natsume-2-01077|dou mo kyoutou no o tegiwa de sae nige rare cha ,
botchan-by-soseki-natsume-2-01078|kyou ha yudan ga deki mase n yo . shikashi nige rare te mo nani desu ne .
botchan-by-soseki-natsume-2-01079|fu to nirame kura wo shi te iru renchuu yori ha mashi desu ne . choudo hadome ga nakutsu cha
botchan-by-soseki-natsume-2-01080|jiten kuruma he nore nai no to dou teido desu kara ne to no da ha mi you na koto bakari shaberu .
botchan-by-soseki-natsume-2-01081|yoppodo naguritsuke te yarou ka to omotsu ta . ore da tte ningen da ,
botchan-by-soseki-natsume-2-01082|kyoutou hitori de kari kitsu ta umi ja aru mai shi . hiroi tokoro da .
botchan-by-soseki-natsume-2-01083|katsuo no ichi hiki gurai giri ni da tte , kakatsu te kureru darou to , dobon to
botchan-by-soseki-natsume-2-01084|sui to ito wo hourikon de ii kagen ni yubi no saki de ayatsutsu te i ta .
botchan-by-soseki-natsume-2-01085|shibaraku suru to , nani da ka pikupiku to ito ni ataru mono ga aru .
botchan-by-soseki-natsume-2-01086|ore ha kangae ta . koitsu ha sakana ni soui nai .
botchan-by-soseki-natsume-2-01087|iki teru mono de naku tcha , kou piku tsuku wake ga nai . shimeta ,
botchan-by-soseki-natsume-2-01088|tsure ta to guigui taguriyose ta . oya tsure mashi ta ka ne ,
botchan-by-soseki-natsume-2-01089|kousei osoru beshi da to no da ga hiyakasu uchi , ito ha mou taigai tagurikon de
botchan-by-soseki-natsume-2-01090|tada go shaku bakari hodo shika , mizu ni tsui te ora n . funaberi kara nozoi te mi tara ,
botchan-by-soseki-natsume-2-01091|kingyo no you na shima no aru sakana ga ito ni kuttsui te ,
botchan-by-soseki-natsume-2-01092|migihidari he tadayoi nagara , te ni ouji te ukiagatsu te kuru .
botchan-by-soseki-natsume-2-01093|omoshiroi . mizugiwa kara ageru toki ,
botchan-by-soseki-natsume-2-01094|pochari to hane ta kara , ore no kao ha shiomizu darake ni natsu ta .
botchan-by-soseki-natsume-2-01095|youyaku tsuramae te , hari wo torou to suru ga nakanaka tore nai .
botchan-by-soseki-natsume-2-01096|tsuramae ta te ha nurunuru suru . ooini kimi ga warui .
botchan-by-soseki-natsume-2-01097|mendou da kara ito wo futsu te dou no mahe tatakitsuke tara , sugu shin de shimatsu ta .
botchan-by-soseki-natsume-2-01098|aka shatsu to no da ha kyouroi te ken te iru . ore ha umi no naka de te wo zabuzabu to aratsu te ,
botchan-by-soseki-natsume-2-01099|hana no saki he ategatsu te mi ta . mada namagusai . mou korigori da .
botchan-by-soseki-natsume-2-01100|nani ga tsure ta tte sakana ha ni giri taku nai .
botchan-by-soseki-natsume-2-01101|sakana mo nigira re taku nakarou . sou sou ito wo keni te shimatsu ta .
botchan-by-soseki-natsume-2-01102|ichiban yari ha o tegara da ga goruki ja , to no da ga mata nama iki wo iu to ,
botchan-by-soseki-natsume-2-01103|goruki to iu to roshia no bungaku mono mi ta you na mei da ne to aka shatsu ga share ta .
botchan-by-soseki-natsume-2-01104|sou desu ne , marude roshia no bungaku mono desu ne to no da ha sugu sansei shi yagaru .
botchan-by-soseki-natsume-2-01105|goruki ga roshia no bungaku mono de , maruki ga shiba no shashin shi de , kome no naru ki ga inochi no oya darou .
botchan-by-soseki-natsume-2-01106|ittai kono aka shatsu ha warui kuse da .
botchan-by-soseki-natsume-2-01107|dare wo tsuramae te mo katakana no touji n no mei wo narabe tagaru .
botchan-by-soseki-natsume-2-01108|nin ni ha sorezore senmon ga atsu ta mono da . ore no you na suugaku no kyoushi ni
botchan-by-soseki-natsume-2-01109|goruki da kashari ki da ka kentou ga tsuku mono ka ,
botchan-by-soseki-natsume-2-01110|sukoshi ha enryo suru ga ii . iu nara furankurin no jiden da to ka
botchan-by-soseki-natsume-2-01111|pusshingu , tsuu , ze , furonto da to ka , ore de mo shitsu teru mei wo tsukau ga ii . aka shatsu ha
botchan-by-soseki-natsume-2-01112|tokidoki teikoku bungaku to ka iu makka na zasshi wo gakkou he motsu te rai te arigata sou ni yon de iru .
botchan-by-soseki-natsume-2-01113|yamaarashi ni kii te mi tara , aka shatsu no katakana ha minna ano zasshi kara deru n da sou da .
botchan-by-soseki-natsume-2-01114|teikoku bungaku mo tsumi na zasshi da . sore kara aka shatsu to no da ha isshou kenmei ni tsutsu te i ta ga ,
botchan-by-soseki-natsume-2-01115|yaku ichi jikan bakari no uchi ni futari de juu goroku age ta .
botchan-by-soseki-natsume-2-01116|okashii koto ni tsureru no mo , tsureru no mo , minna goruki bakari da .
botchan-by-soseki-natsume-2-01117|tai nante kusuri ni shi taku tte mo arya shi nai .
botchan-by-soseki-natsume-2-01118|kyou ha roshia bungaku no daiatari da to aka shatsu ga no dani hanashi te iru .
botchan-by-soseki-natsume-2-01119|anata no shuwan de goruki na n desu kara ,
botchan-by-soseki-natsume-2-01120|watashi nanzo ga goruki na no ha shikata ga ari mase n .
botchan-by-soseki-natsume-2-01121|atarimae desu na to no da ga kotae te iru .
botchan-by-soseki-natsume-2-01122|sendou ni kiku to kono kozakana ha hone ga ooku tte , mazu kutsu te ,
botchan-by-soseki-natsume-2-01123|totemo kue nai n da sou da . tada koyashi ni ha dekiru sou da .
botchan-by-soseki-natsume-2-01124|aka shatsu to no da ha isshou kenmei ni hiryou wo tsutsu te iru n da .
botchan-by-soseki-natsume-2-01125|kinodoku no itari da . ore ha ichi piki de kori ta kara ,
botchan-by-soseki-natsume-2-01126|dounokan he aomuke ni natsu te , sakki kara oozora wo nagame te i ta .
botchan-by-soseki-natsume-2-01127|tsuri wo suru yori kono hou ga yoppodo share te iru .
botchan-by-soseki-natsume-2-01128|suru to futari ha kogoe de nani ka hanashi hajime ta .
botchan-by-soseki-natsume-2-01129|ore ni ha yoku kikoe nai , mata kiki taku mo nai .
botchan-by-soseki-natsume-2-01130|ore ha sora wo ken nagara ki yo no koto wo kangae te iru .
botchan-by-soseki-natsume-2-01131|kin ga atsu te , kiyoshi wo tsure te , konna kirei na tokoro he asobi ni rai tara sazo yukai darou .
botchan-by-soseki-natsume-2-01132|ikura keshiki ga yoku tte mo no da nado to issho ja tsumara nai .
botchan-by-soseki-natsume-2-01133|kiyoshi ha shiwakucha darake no baa san da ga , donna tokoro he tsure te shutsu tatte hazukashii kokoromochi ha shi nai .
botchan-by-soseki-natsume-2-01134|no da no you na no ha , basha ni norou ga , fune ni norou ga , ryou un kaku he norou ga , toutei yoritsuke ta mono ja nai .
botchan-by-soseki-natsume-2-01135|ore ga kyoutou de , aka shatsu ga ore datsu tara , yappari ore ni he ke tsuke o seji wo tsukatsu te aka shatsu wo hiyakasu ni chigai nai .
botchan-by-soseki-natsume-2-01136|edo tsuko ha keihaku da to iu ga naruhodo konna mono ga inaka mawari wo shi te ,
botchan-by-soseki-natsume-2-01137|watashi ha edo tsuko de gesu to kurikaeshi te i tara , keihaku ha edo tsuko de ,
botchan-by-soseki-natsume-2-01138|edo tsuko ha keihaku no koto da to inakamono ga omou ni kiwamatsu teru . konna koto wo kangae te iru to ,
botchan-by-soseki-natsume-2-01139|nani da ka futari ga kusukusu warai dashi ta . waraikoe no kan ni nani ka iu ga togire togire de
botchan-by-soseki-natsume-2-01140|tonto youryou wo e nai . ( e ？   dou da ka … … ) ( … … mattaku desu
botchan-by-soseki-natsume-2-01141|… … shira nai n desu kara … … tsumi desu ne ) ( masaka … … ) ( batta wo … … hontou desu yo
botchan-by-soseki-natsume-2-01142|) ore ha soto no kotoba ni ha mimi wo katamuke nakatsu ta ga ,
botchan-by-soseki-natsume-2-01143|batta to iu no da no kotoba wo kii ta toki ha , omowa zu kitto natsu ta .
botchan-by-soseki-natsume-2-01144|no da ha nani no tame ka batta to iu kotoba dake
botchan-by-soseki-natsume-2-01145|kotosara chikara wo ire te , meiryou ni ore no mimi ni ha iru you ni shi te , sono ato wo wazato bokashi te shimatsu ta .
botchan-by-soseki-natsume-2-01146|ore ha ugoka nai de yahari kii te i ta . ( mata rei no hotsu ta ga … … ) ( sou ka mo shire nai … … ) ( tenpura … … ha
botchan-by-soseki-natsume-2-01147|ha ha ha ha ) ( … … sen dou shi te … … ) ( dango mo ？
botchan-by-soseki-natsume-2-01148|) kotoba ha kayou ni togiretogire de aru keredo mo ,
botchan-by-soseki-natsume-2-01149|batta da no tenpura da no , dango da no to iu tokoro wo motsu te oshihakatsu te miru to ,
botchan-by-soseki-natsume-2-01150|nani de mo ore no koto ni tsui te nai sho ba nashi wo shi te iru ni soui nai .
botchan-by-soseki-natsume-2-01151|hanasu nara motto ookina koe de hanasu ga ii ,
botchan-by-soseki-natsume-2-01152|mata naisho hanashi wo suru kurai nara , ore nanka sasowa nakere ba ii .
botchan-by-soseki-natsume-2-01153|ike suka nai renchuu da . batta darou ga setsu ta darou ga , hi
botchan-by-soseki-natsume-2-01154|ha ore ni aru koto ja nai . kouchou ga hitomazu azukero to itsu ta kara ,
botchan-by-soseki-natsume-2-01155|tanuki no kao ni menji te tadaima no tokoro ha hikae te iru n da .
botchan-by-soseki-natsume-2-01156|no da no kuse ni ira nu hihyou wo shi yagaru . kefu de de mo shabutsu te hikkon deru ga ii .
botchan-by-soseki-natsume-2-01157|ore no koto ha , osokare hayakare , ore hitori de katazuke te miseru kara ,
botchan-by-soseki-natsume-2-01158|sashitsukae ha nai ga , mata rei no hotta ga to ka sendou shi te to ka iu monku ga ki ni kakaru .
botchan-by-soseki-natsume-2-01159|hotta ga ore wo sendou shi te sou dou wo ookiku shi ta to iu imi na no ka ,
botchan-by-soseki-natsume-2-01160|aruiha hotta ga seito wo sendou shi te ore wo ijime ta to iu no ka hougaku ga wakara nai .
botchan-by-soseki-natsume-2-01161|aozora wo ken te iru to , nichi no hikari ga dandan yowatsu te rai te , sukoshi ha hiyari to suru kaze ga fukidashi ta . senkou no kemuri no you na kumo ga ,
botchan-by-soseki-natsume-2-01162|sukitooru soko no ue wo shizuka ni noshi te itsu ta to omotsu tara , itsu shi ka soko no oku ni nagarekon de , usuku moya wo kake ta you ni natsu ta .
botchan-by-soseki-natsume-2-01163|mou kaerou ka to aka shatsu ga omoidashi ta you ni iu to ,
botchan-by-soseki-natsume-2-01164|ee choudo jibun desu ne . konya ha madonna no kun ni o ai desu ka to no da ga iu .
botchan-by-soseki-natsume-2-01165|aka shatsu ha baka a itsu cha ike nai , machigai ni naru to ,
botchan-by-soseki-natsume-2-01166|funaberi ni mi wo motashi ta yatsu wo , sukoshi okinaoru .
botchan-by-soseki-natsume-2-01167|ehehehehe daijoubu desu yo . kii tatte
botchan-by-soseki-natsume-2-01168|… … to no da ga furikaetsu ta toki , ore ha sara no you na me wo no da no atama no ue he
botchan-by-soseki-natsume-2-01169|matomo ni abise kake te yatsu ta . no da ha ma boshi sou ni hitsukurikaetsu te ,
botchan-by-soseki-natsume-2-01170|ya , koitsu ha kousan da to kubi wo chijime te , atama wo kai ta .
botchan-by-soseki-natsume-2-01171|nani to iu chokozai darou . fune ha
botchan-by-soseki-natsume-2-01172|shizuka na umi wo kishi he kogi modoru . kun tsuri ha amari suki de nai to mie masu ne
botchan-by-soseki-natsume-2-01173|to aka shatsu ga kiku kara , ee ne te i te sora wo miru hou ga ii desu to kotae te ,
botchan-by-soseki-natsume-2-01174|suikake tamaki tabako wo umi no naka he tatakikon dara ,
botchan-by-soseki-natsume-2-01175|ju to oto ga shi tero no ashi de kakiwake rare ta nami no ue wo yurare nagara tadayotsu te itsu ta .
botchan-by-soseki-natsume-2-01176|( kun ga rai ta n de seito mo ooini yorokon de iru kara , funpatsu shi te yatsu te kure ta mae
botchan-by-soseki-natsume-2-01177|) to kondo ha tsuri ni ha marude enko mo nai koto wo ii dashi ta .
botchan-by-soseki-natsume-2-01178|( anmari yorokon de mo i nai deshou ) ( ie , o seji ja nai .
botchan-by-soseki-natsume-2-01179|mattaku yorokon de iru n desu , ne , yoshikawa kun
botchan-by-soseki-natsume-2-01180|) ( yorokon deru dokoro ja nai . oosawagi desu ) to no da ha niyaniya to waratsu ta .
botchan-by-soseki-natsume-2-01181|koitsu no iu koto ha ichiichi shaku ni sawaru kara myou da .
botchan-by-soseki-natsume-2-01182|( shikashi kun chuui shi nai to , kennon desu yo
botchan-by-soseki-natsume-2-01183|) to aka shatsu ga iu kara ( douse kennon desu .
botchan-by-soseki-natsume-2-01184|kou narya kennon ha kakugo desu ) to itsu te yatsu ta .
botchan-by-soseki-natsume-2-01185|jissai ore ha men shoku ni naru ka , kishuku nama wo kotogotoku ayamara seru ka ,
botchan-by-soseki-natsume-2-01186|dotchi ka ichi tsu ni suru ryouken de i ta . ( sou itsu cha , toritsuki dokoro mo nai ga     mi ha boku mo kyoutou to shi te
botchan-by-soseki-natsume-2-01187|kun no tame wo omou kara iu n da ga , waruku totsu cha komaru
botchan-by-soseki-natsume-2-01188|) ( kyoutou ha mattaku kun ni koui wo motsu teru n desu yo .
botchan-by-soseki-natsume-2-01189|boku mo oyoba zu nagara , onaji edo tsuko da kara ,
botchan-by-soseki-natsume-2-01190|narubeku nagaku go zaikou wo negatsu te , o tagai ni chikara ni narou to omotsu te ,
botchan-by-soseki-natsume-2-01191|kore de mo in nagara jin ri yo ku shi te iru n desu yo
botchan-by-soseki-natsume-2-01192|) to no da ga ningen nami no koto wo itsu ta . no da no o sewa ni naru kurai nara
